Tournament,Stage,Match Type,Match Name,Team,Action,Map
VCT 2025: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FUT Esports,FUT Esports,ban,Haven
VCT 2025: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FUT Esports,BBL Esports,pick,Ascent
VCT 2025: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FUT Esports,FUT Esports,pick,Icebox
VCT 2025: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FUT Esports,BBL Esports,ban,Pearl
VCT 2025: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FUT Esports,FUT Esports,ban,Split
VCT 2025: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Apeks,Apeks,ban,Fracture
VCT 2025: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Apeks,GIANTX,ban,Split
VCT 2025: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Apeks,Apeks,pick,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Apeks,GIANTX,pick,Ascent
VCT 2025: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Apeks,Apeks,ban,Haven
VCT 2025: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Apeks,GIANTX,ban,Pearl
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,Gentle Mates,ban,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,KOI,ban,Haven
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,Gentle Mates,pick,Split
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,KOI,pick,Icebox
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,Gentle Mates,ban,Ascent
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,KOI,ban,Pearl
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs Natus Vincere,Team Vitality,ban,Pearl
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs Natus Vincere,Natus Vincere,ban,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs Natus Vincere,Team Vitality,pick,Haven
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs Natus Vincere,Natus Vincere,pick,Icebox
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs Natus Vincere,Team Vitality,ban,Split
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs Natus Vincere,Natus Vincere,ban,Fracture
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,Team Liquid,ban,Pearl
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,Karmine Corp,ban,Fracture
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,Team Liquid,pick,Split
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,Karmine Corp,pick,Icebox
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,Team Liquid,ban,Haven
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,Karmine Corp,ban,Ascent
VCT 2025: EMEA Stage 1,Group Stage,Week 5,FNATIC vs Team Heretics,FNATIC,ban,Pearl
VCT 2025: EMEA Stage 1,Group Stage,Week 5,FNATIC vs Team Heretics,Team Heretics,ban,Split
VCT 2025: EMEA Stage 1,Group Stage,Week 5,FNATIC vs Team Heretics,FNATIC,pick,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 5,FNATIC vs Team Heretics,Team Heretics,pick,Haven
VCT 2025: EMEA Stage 1,Group Stage,Week 5,FNATIC vs Team Heretics,FNATIC,ban,Ascent
VCT 2025: EMEA Stage 1,Group Stage,Week 5,FNATIC vs Team Heretics,Team Heretics,ban,Fracture
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,BBL Esports,ban,Split
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,Natus Vincere,ban,Pearl
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,BBL Esports,pick,Lotus
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,Natus Vincere,pick,Fracture
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,BBL Esports,ban,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,Natus Vincere,ban,Haven
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,FUT Esports,ban,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,FNATIC,ban,Pearl
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,FUT Esports,pick,Lotus
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,FNATIC,pick,Split
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,FUT Esports,ban,Fracture
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,FNATIC,ban,Ascent
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Karmine Corp,ban,Fracture
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Natus Vincere,ban,Pearl
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Karmine Corp,pick,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Natus Vincere,pick,Split
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Karmine Corp,ban,Lotus
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Natus Vincere,ban,Haven
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,FUT Esports,ban,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,Team Vitality,ban,Pearl
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,FUT Esports,pick,Fracture
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,Team Vitality,pick,Split
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,FUT Esports,ban,Haven
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,Team Vitality,ban,Lotus
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,BBL Esports,ban,Lotus
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Team Heretics,ban,Fracture
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,BBL Esports,pick,Ascent
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Team Heretics,pick,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,BBL Esports,ban,Split
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Team Heretics,ban,Pearl
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Team Liquid,ban,Pearl
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,FNATIC,ban,Ascent
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Team Liquid,pick,Split
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,FNATIC,pick,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Team Liquid,ban,Haven
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,FNATIC,ban,Lotus
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,BBL Esports,ban,Fracture
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,FUT Esports,ban,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,BBL Esports,pick,Haven
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,FUT Esports,pick,Split
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,BBL Esports,ban,Lotus
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,FUT Esports,ban,Pearl
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Natus Vincere,ban,Lotus
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Team Liquid,ban,Pearl
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Natus Vincere,pick,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Team Liquid,pick,Split
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Natus Vincere,ban,Fracture
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Team Liquid,ban,Haven
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,FNATIC,ban,Pearl
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,Team Heretics,ban,Split
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,FNATIC,pick,Fracture
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,Team Heretics,pick,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,FNATIC,ban,Haven
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,Team Heretics,ban,Ascent
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,BBL Esports,ban,Lotus
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,Team Liquid,ban,Pearl
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,BBL Esports,pick,Haven
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,Team Liquid,pick,Split
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,BBL Esports,ban,Ascent
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,Team Liquid,ban,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Team Heretics,ban,Fracture
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Team Liquid,ban,Pearl
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Team Heretics,pick,Haven
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Team Liquid,pick,Ascent
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Team Heretics,pick,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Team Liquid,pick,Lotus
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,FNATIC,ban,Pearl
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,FNATIC,ban,Haven
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,FNATIC,pick,Split
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,Team Heretics,pick,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,FNATIC,pick,Fracture
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,Team Heretics,pick,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,Global Esports,ban,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,DetonatioN FocusMe,ban,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,Global Esports,pick,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,DetonatioN FocusMe,pick,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,Global Esports,ban,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,DetonatioN FocusMe,ban,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,ZETA DIVISION,ban,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,T1,ban,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,ZETA DIVISION,pick,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,T1,pick,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,ZETA DIVISION,ban,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,T1,ban,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,DRX,ban,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,Paper Rex,ban,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,DRX,pick,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,Paper Rex,pick,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,DRX,ban,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,Paper Rex,ban,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,Team Secret,ban,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,TALON,ban,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,Team Secret,pick,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,TALON,pick,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,Team Secret,ban,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,TALON,ban,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,BOOM Esports,ban,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,Gen.G,ban,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,BOOM Esports,pick,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,Gen.G,pick,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,BOOM Esports,ban,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,Gen.G,ban,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Rex Regum Qeon,ban,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Nongshim RedForce,ban,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Rex Regum Qeon,pick,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Nongshim RedForce,pick,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Rex Regum Qeon,ban,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Nongshim RedForce,ban,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,ZETA DIVISION,ban,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,Team Secret,ban,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,ZETA DIVISION,pick,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,Team Secret,pick,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,ZETA DIVISION,ban,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,Team Secret,ban,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,T1,ban,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,Nongshim RedForce,ban,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,T1,pick,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,Nongshim RedForce,pick,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,T1,ban,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,Nongshim RedForce,ban,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Gen.G,ban,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Paper Rex,ban,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Gen.G,pick,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Paper Rex,pick,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Gen.G,ban,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Paper Rex,ban,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,DRX,ban,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,DRX,pick,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,DetonatioN FocusMe,pick,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,DRX,ban,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,TALON,ban,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,Rex Regum Qeon,ban,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,TALON,pick,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,Rex Regum Qeon,pick,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,TALON,ban,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,Rex Regum Qeon,ban,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,Global Esports,ban,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,BOOM Esports,ban,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,Global Esports,pick,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,BOOM Esports,pick,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,Global Esports,ban,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,BOOM Esports,ban,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,Gen.G,ban,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,Gen.G,pick,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,DetonatioN FocusMe,pick,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,Gen.G,ban,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,ZETA DIVISION,ban,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Rex Regum Qeon,ban,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,ZETA DIVISION,pick,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Rex Regum Qeon,pick,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,ZETA DIVISION,ban,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Rex Regum Qeon,ban,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Paper Rex,ban,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,BOOM Esports,ban,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Paper Rex,pick,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,BOOM Esports,pick,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Paper Rex,ban,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,BOOM Esports,ban,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,TALON,ban,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Nongshim RedForce,ban,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,TALON,pick,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Nongshim RedForce,pick,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,TALON,ban,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Nongshim RedForce,ban,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,DRX,ban,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Global Esports,ban,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,DRX,pick,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Global Esports,pick,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,DRX,ban,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Global Esports,ban,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,T1,ban,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Team Secret,ban,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,T1,pick,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Team Secret,pick,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,T1,ban,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Team Secret,ban,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Nongshim RedForce,ban,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Team Secret,ban,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Nongshim RedForce,pick,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Team Secret,pick,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Nongshim RedForce,ban,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Team Secret,ban,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,DRX,ban,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,BOOM Esports,ban,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,DRX,pick,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,BOOM Esports,pick,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,DRX,ban,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,BOOM Esports,ban,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,T1,ban,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Rex Regum Qeon,ban,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,T1,pick,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Rex Regum Qeon,pick,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,T1,ban,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Rex Regum Qeon,ban,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Gen.G,ban,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Global Esports,ban,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Gen.G,pick,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Global Esports,pick,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Gen.G,ban,Fracture
