Tournament,Stage,Match Type,Match Name,Map
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Apeks,Icebox
VCT 2025: EMEA Stage 1,Group Stage,Week 1,FUT Esports vs KOI,Pearl
VCT 2025: EMEA Stage 1,Group Stage,Week 1,FUT Esports vs KOI,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Natus Vincere,Split
VCT 2025: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Natus Vincere,Fracture
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Liquid vs Gentle Mates,Split
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Liquid vs Gentle Mates,Haven
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Liquid vs Gentle Mates,Icebox
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs BBL Esports,Fracture
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs BBL Esports,Haven
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs BBL Esports,Ascent
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Apeks vs Natus Vincere,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Apeks vs Natus Vincere,Haven
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Apeks vs Natus Vincere,Split
VCT 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,Icebox
VCT 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,Fracture
VCT 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Heretics vs GIANTX,Haven
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Heretics vs GIANTX,Split
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Heretics vs GIANTX,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Vitality vs FNATIC,Split
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Vitality vs FNATIC,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Vitality vs FNATIC,Haven
VCT 2025: EMEA Stage 1,Group Stage,Week 2,KOI vs Karmine Corp,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 2,KOI vs Karmine Corp,Icebox
VCT 2025: EMEA Stage 1,Group Stage,Week 3,KOI vs BBL Esports,Pearl
VCT 2025: EMEA Stage 1,Group Stage,Week 3,KOI vs BBL Esports,Icebox
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Natus Vincere vs GIANTX,Fracture
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Natus Vincere vs GIANTX,Pearl
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Natus Vincere vs GIANTX,Split
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Team Liquid vs FUT Esports,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Team Liquid vs FUT Esports,Split
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Team Vitality vs Team Heretics,Haven
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Team Vitality vs Team Heretics,Icebox
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Apeks vs FNATIC,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Apeks vs FNATIC,Split
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Gentle Mates,Haven
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Gentle Mates,Pearl
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Team Vitality vs Apeks,Ascent
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Team Vitality vs Apeks,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Team Liquid vs KOI,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Team Liquid vs KOI,Split
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs BBL Esports,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs BBL Esports,Haven
VCT 2025: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Ascent
VCT 2025: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Pearl
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Ascent
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Heretics,Haven
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Heretics,Pearl
VCT 2025: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FUT Esports,Ascent
VCT 2025: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FUT Esports,Icebox
VCT 2025: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Apeks,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Apeks,Ascent
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,Split
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,Icebox
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,Fracture
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs Natus Vincere,Haven
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs Natus Vincere,Icebox
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,Split
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,Icebox
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 5,FNATIC vs Team Heretics,Lotus
VCT 2025: EMEA Stage 1,Group Stage,Week 5,FNATIC vs Team Heretics,Haven
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,Lotus
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,Fracture
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,Lotus
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,Split
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Split
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Ascent
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,Fracture
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,Split
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Ascent
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Split
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Fracture
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,Haven
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,Split
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,Ascent
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Split
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Ascent
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,Fracture
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,Haven
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,Split
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,Fracture
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Haven
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Ascent
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,Split
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,Icebox
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,Icebox
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Icebox
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Pearl
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,Lotus
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,Fracture
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,Split
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,Ascent
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Fracture
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Icebox
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Lotus
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,Haven
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,Pearl
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,Ascent
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Fracture
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Ascent
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Lotus
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,Icebox
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,Fracture
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,Lotus
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,Fracture
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Lotus
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Icebox
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,Lotus
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,Icebox
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Fracture
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Split
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Pearl
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Icebox
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Ascent
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Haven
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Ascent
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Lotus
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Icebox
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Pearl
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Icebox
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Fracture
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Pearl
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Lotus
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Split
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Fracture
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Lotus
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,Fracture
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,Haven
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,Pearl
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,Haven
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,Icebox
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,Haven
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,Ascent
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,Fracture
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,Pearl
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,Icebox
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,Haven
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,Fracture
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,Lotus
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Fracture
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Pearl
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Lotus
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Fracture
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Icebox
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Pearl
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Icebox
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Fracture
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,Lotus
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,Haven
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Fracture
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Icebox
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,Fracture
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,Icebox
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,Split
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,Icebox
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,Ascent
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,Pearl
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,Icebox
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,Split
VCT 2025: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Pearl
VCT 2025: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Fracture
VCT 2025: China Stage 1,Group Stage,Week 4,FunPlus Phoenix vs Dragon Ranger Gaming,Ascent
VCT 2025: China Stage 1,Group Stage,Week 4,FunPlus Phoenix vs Dragon Ranger Gaming,Haven
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Lotus
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Haven
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Ascent
VCT 2025: China Stage 1,Group Stage,Week 4,All Gamers vs JDG Esports,Split
VCT 2025: China Stage 1,Group Stage,Week 4,All Gamers vs JDG Esports,Pearl
VCT 2025: China Stage 1,Group Stage,Week 4,EDward Gaming vs Titan Esports Club,Lotus
VCT 2025: China Stage 1,Group Stage,Week 4,EDward Gaming vs Titan Esports Club,Icebox
VCT 2025: China Stage 1,Group Stage,Week 4,EDward Gaming vs Titan Esports Club,Haven
VCT 2025: China Stage 1,Group Stage,Week 4,Nova Esports vs TYLOO,Split
VCT 2025: China Stage 1,Group Stage,Week 4,Nova Esports vs TYLOO,Icebox
VCT 2025: China Stage 1,Group Stage,Week 4,Nova Esports vs TYLOO,Pearl
VCT 2025: China Stage 1,Group Stage,Week 4,Trace Esports vs Xi Lai Gaming,Split
VCT 2025: China Stage 1,Group Stage,Week 4,Trace Esports vs Xi Lai Gaming,Lotus
VCT 2025: China Stage 1,Group Stage,Week 4,Trace Esports vs Xi Lai Gaming,Pearl
VCT 2025: China Stage 1,Group Stage,Week 5,JDG Esports vs Xi Lai Gaming,Lotus
VCT 2025: China Stage 1,Group Stage,Week 5,JDG Esports vs Xi Lai Gaming,Icebox
VCT 2025: China Stage 1,Group Stage,Week 5,JDG Esports vs Xi Lai Gaming,Fracture
VCT 2025: China Stage 1,Group Stage,Week 5,Dragon Ranger Gaming vs TYLOO,Haven
VCT 2025: China Stage 1,Group Stage,Week 5,Dragon Ranger Gaming vs TYLOO,Split
VCT 2025: China Stage 1,Group Stage,Week 5,Dragon Ranger Gaming vs TYLOO,Fracture
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,Pearl
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,Fracture
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,Lotus
VCT 2025: China Stage 1,Group Stage,Week 5,Bilibili Gaming vs Trace Esports,Haven
VCT 2025: China Stage 1,Group Stage,Week 5,Bilibili Gaming vs Trace Esports,Ascent
VCT 2025: China Stage 1,Group Stage,Week 5,Bilibili Gaming vs Trace Esports,Split
VCT 2025: China Stage 1,Group Stage,Week 5,Titan Esports Club vs Nova Esports,Fracture
VCT 2025: China Stage 1,Group Stage,Week 5,Titan Esports Club vs Nova Esports,Split
VCT 2025: China Stage 1,Group Stage,Week 5,EDward Gaming vs FunPlus Phoenix,Split
VCT 2025: China Stage 1,Group Stage,Week 5,EDward Gaming vs FunPlus Phoenix,Fracture
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Titan Esports Club vs Wolves Esports,Haven
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Titan Esports Club vs Wolves Esports,Icebox
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Xi Lai Gaming vs Nova Esports,Lotus
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Xi Lai Gaming vs Nova Esports,Ascent
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs Dragon Ranger Gaming,Ascent
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs Dragon Ranger Gaming,Fracture
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs Dragon Ranger Gaming,Lotus
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Nova Esports vs Trace Esports,Split
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Nova Esports vs Trace Esports,Lotus
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,Bilibili Gaming vs Wolves Esports,Split
